Time (in s),Radial Velocity (in m/s)
25800000,-0.1143808735455773
25900000,-0.11444775428250743
26000000,-0.11124848801029927
26100000,-0.11645908291125855
26200000,-0.11900968045273067
26300000,-0.13029001869627455
26400000,-0.11961803042777375
26500000,-0.13002101827035764
26600000,-0.12462406128251419
26700000,-0.13082342199748082
26800000,-0.12036428548980006
26900000,-0.12749689315898455
27000000,-0.11242569313213234
27100000,-0.1302981835545145
27200000,-0.12368243349338395
27300000,-0.11297486955880706
27400000,-0.11338327079973078
27500000,-0.12541674288203544
27600000,-0.1214666212617028
27700000,-0.13083429301779884
27800000,-0.1320591920858217
27900000,-0.12814276882310904
28000000,-0.1163583529685417
28100000,-0.12722986267448202
28200000,-0.11416804748095502
28300000,-0.11350979498843065
28400000,-0.11458708991987353
28500000,-0.11494089764328161
28600000,-0.13164767139203581
28700000,-0.12509413724411014
28800000,-0.12149256907614615
28900000,-0.11681543862356919
29000000,-0.1173344324832657
29100000,-0.11666180686525307
29200000,-0.12728855304585193
29300000,-0.11194086091517132
29400000,-0.12057029039036721
29500000,-0.1299782636854215
29600000,-0.1122797930508853
29700000,-0.12628607607230233
29800000,-0.11708560104368186
29900000,-0.11251042354117209
30000000,-0.11368852200432303
30100000,-0.127709507599149
30200000,-0.12831312756809124
30300000,-0.12366141858394389
30400000,-0.11372202370251094
30500000,-0.12076367981527941
30600000,-0.11098676463939738
30700000,-0.11380717576341376
30800000,-0.12268034599636526
30900000,-0.1267645807768405
31000000,-0.12661910590788697
31100000,-0.11313243797541359
31200000,-0.114142685740369
31300000,-0.11036730059587836
31400000,-0.11564839768923349
31500000,-0.11849560888813487
31600000,-0.11308980331467403
31700000,-0.11613028535685035
31800000,-0.10984154786776869
31900000,-0.11951758875707354
32000000,-0.11014319674877013
32100000,-0.10707627316473844
32200000,-0.11466719000100435
32300000,-0.10640818042130912
32400000,-0.12059343723048002
32500000,-0.10502418131229607
32600000,-0.11098705182034245
32700000,-0.11125317431682673
32800000,-0.1109250184005798
32900000,-0.11005018753843801
33000000,-0.11573961622427097
33100000,-0.10779617390351907
33200000,-0.10783056696904846
33300000,-0.11850878878428275
33400000,-0.11203182920385699
33500000,-0.10312584051457016
33600000,-0.10696704186458812
33700000,-0.11664694710811685
33800000,-0.10098523681051047
33900000,-0.10946711543318596
34000000,-0.10819062672052587
34100000,-0.09618555078743796
34200000,-0.09641702323738101
34300000,-0.09931858589821838
34400000,-0.11137209571929527
34500000,-0.09850597059178498
34600000,-0.10231022721568733
34700000,-0.09643870560040514
34800000,-0.09897614307479455
34900000,-0.10730440647294945
35000000,-0.10191500035024359
35100000,-0.09744796926947505
35200000,-0.0967288621324707
35300000,-0.10849897584979552
35400000,-0.09175446544786287
35500000,-0.09511937202014013
35600000,-0.09817255935795537
35700000,-0.09289279698954213
35800000,-0.10523277895146667
35900000,-0.08950033212990044
36000000,-0.10150339705726011
36100000,-0.0861138292870024
36200000,-0.10030880168918269
36300000,-0.0918301578796851
36400000,-0.08970775105459858
36500000,-0.08597090541546759
36600000,-0.09013035495490751
36700000,-0.09820586933594773
36800000,-0.08801094833516478
36900000,-0.09561255414867288
37000000,-0.08227985257998578
37100000,-0.08975162182402514
37200000,-0.08056979668226602
37300000,-0.09363842225710983
37400000,-0.09557905209533316
37500000,-0.08343705213222712
37600000,-0.08611638275110178
37700000,-0.08368753045002994
37800000,-0.08142023523609147
37900000,-0.08303827367052224
38000000,-0.0941760295624407
38100000,-0.08321773371810827
38200000,-0.09142296624910115
38300000,-0.09330373858721855
38400000,-0.09140047107273641
38500000,-0.0828914154335118
38600000,-0.07680293003000567
38700000,-0.08553524590008564
38800000,-0.07272494683169234
38900000,-0.08677105455407741
39000000,-0.07762035041964013
39100000,-0.07787099222289676
39200000,-0.08208636507267113
39300000,-0.07376962449836061
39400000,-0.07279861993416403
39500000,-0.08451050058285783
39600000,-0.0741829535166159
39700000,-0.06584761975770188
39800000,-0.06992131174919824
39900000,-0.08210659272198585
40000000,-0.07687282915639977
40100000,-0.07460435927251508
40200000,-0.06804760647719775
40300000,-0.07081186450929602
40400000,-0.0790497483231367
40500000,-0.06629829008105587
40600000,-0.07848794134366088
40700000,-0.07344678402422979
40800000,-0.07788154296007693
40900000,-0.06412168746035425
41000000,-0.0646529512299929
41100000,-0.06995720085776927
41200000,-0.060418946357017875
41300000,-0.05841723071293788
41400000,-0.06982512676315002
41500000,-0.060990310849720605
41600000,-0.07389288139735309
41700000,-0.06615291011501738
41800000,-0.07230377356832085
41900000,-0.06407784751743428
42000000,-0.06898643385644722
42100000,-0.06290904593682187
42200000,-0.05212370682568396
42300000,-0.055828625037358054
42400000,-0.06060685983129727
42500000,-0.06345065178196999
42600000,-0.05595887244908193
42700000,-0.056637695944516536
42800000,-0.05362001072148435
42900000,-0.05957733879503354
43000000,-0.06720626497536544
43100000,-0.051859628990907056
43200000,-0.058372471693724316
43300000,-0.0648006543765184
43400000,-0.06524882009874627
43500000,-0.058528024586068865
43600000,-0.04489744958607863
43700000,-0.049162780427020686
43800000,-0.04520489982326012
43900000,-0.04535270243858448
44000000,-0.05087178817613391
44100000,-0.05646495094393373
44200000,-0.04538549946425455
44300000,-0.04671462808731182
44400000,-0.05690704636012882
44500000,-0.05163221403659809
44600000,-0.05887478941888971
44700000,-0.05587060175419369
44800000,-0.03910476281706716
44900000,-0.04631130594405369
45000000,-0.049526445071771494
45100000,-0.041523753840249256
45200000,-0.05527851102234612
45300000,-0.054373776914446316
45400000,-0.03900104606575411
45500000,-0.03582790276410043
45600000,-0.04849580048495354
45700000,-0.03898422514449663
45800000,-0.04984480313250343
45900000,-0.05019403250874315
46000000,-0.04420837397743436
46100000,-0.037856700981630464
46200000,-0.03862564207155186
46300000,-0.045852134450517765
46400000,-0.048887314666709876
46500000,-0.032058648913118784
46600000,-0.04534251200805872
46700000,-0.030332420578080815
46800000,-0.03800845960532986
46900000,-0.0335836768189173
47000000,-0.04386832354216836
47100000,-0.03893398616346605
47200000,-0.036772603354562165
47300000,-0.03285118037312891
47400000,-0.040857780802810245
47500000,-0.0324697756207513
47600000,-0.02385672574149378
47700000,-0.031058945193015577
47800000,-0.025873623983583945
47900000,-0.025571175512383935
48000000,-0.03226284155621881
48100000,-0.02414090054258512
48200000,-0.039512470414787566
48300000,-0.028162991399138426
48400000,-0.03267799715183628
48500000,-0.03222710614182216
48600000,-0.02877096740770317
48700000,-0.034363733920906775
48800000,-0.019579323153028485
48900000,-0.01738667548289587
49000000,-0.018382708504919437
49100000,-0.01952366935207489
49200000,-0.029691073631864445
49300000,-0.03389295217317788
49400000,-0.03177220092566578
49500000,-0.0140825645457665
49600000,-0.02217428087408544
49700000,-0.0172937967140549
49800000,-0.013577581355860478
49900000,-0.024731796660052024
50000000,-0.02014284451508546
50100000,-0.01101457624773211
50200000,-0.009329507178071919
50300000,-0.021455343037391616
50400000,-0.020931042991581116
50500000,-0.008737088937353255
50600000,-0.0073617644812840125
50700000,-0.017560581706827928
50800000,-0.017916615878022804
50900000,-0.008001966214950515
51000000,-0.012284391068807755
51100000,-0.0035188232242110637
51200000,-0.019286518323515828
51300000,-0.01966295318747765
51400000,-0.011812206389340744
51500000,-0.007818380278563785
51600000,-0.010524094908476342
51700000,-0.005871458841138846
51800000,-0.0024067886153577196
51900000,-0.011973879979242718
52000000,-0.011081956694983547
52100000,-0.008367965044193666
52200000,-0.00889497146147394
52300000,0.0027597228697372397
52400000,-0.01507020921440836
52500000,-0.008469520202694772
52600000,0.0031330406638002146
52700000,0.0057993122479097926
52800000,-0.0018454495056078463
52900000,0.0056034859805799975
53000000,0.007562169799982274
53100000,-0.0072933589632767585
53200000,-0.0016664306616321033
53300000,-0.003592980405244621
53400000,0.004212290678942262
53500000,0.0017943370094569318
53600000,0.006951459214913504
53700000,0.0040344835941093825
53800000,-0.005298430421597873
53900000,0.012346316120370897
54000000,0.014037100608217869
54100000,0.003371204977197165
54200000,0.005568759066764498
54300000,0.01286530168184805
54400000,5.5261111832965006e-05
54500000,0.011607471918513338
54600000,0.006907709377431142
54700000,0.009864892124731042
54800000,0.017043338135761688
54900000,0.009671710721036886
55000000,0.0032140014419006434
55100000,0.01566758904152206
55200000,0.021945094577808313
55300000,0.006245747708905911
55400000,0.007049183922746121
55500000,0.016684216089677607
55600000,0.016466078516071236
55700000,0.0195419391724583
55800000,0.01604734741225037
55900000,0.021286492444797245
56000000,0.017324231028347965
56100000,0.02335638994362901
56200000,0.01780637606816543
56300000,0.017118488211829437
56400000,0.03088052310464018
56500000,0.0301853406024249
56600000,0.03332563580090872
56700000,0.03376048226741457
56800000,0.023019665684228155
56900000,0.03355877021978178
57000000,0.02212857735183827
57100000,0.030053181737784762
57200000,0.02774316772759442
57300000,0.03535434258170731
57400000,0.03779366968981903
57500000,0.032201600808862293
57600000,0.030915021721861363
57700000,0.033156245131368715
57800000,0.03122381536320148
57900000,0.026933298210164262
58000000,0.02729731694086214
58100000,0.03209181656274181
58200000,0.03313299483117958
58300000,0.047123827087164116
58400000,0.04645732832763559
58500000,0.04223410709732659
58600000,0.03304918894399139
58700000,0.03246150083577594
58800000,0.04146638850750694
58900000,0.04697542168207498
59000000,0.03546772823353343
59100000,0.04347460529570593
59200000,0.04974660999648174
59300000,0.04612601709689229
59400000,0.044854527363279655
59500000,0.03687748611791272
59600000,0.043497079190086343
59700000,0.038889025515075455
59800000,0.04717798264694323
59900000,0.044691967544122954
60000000,0.04769706128098087
60100000,0.056152843635902276
60200000,0.0489139462844954
60300000,0.06076924949620005
60400000,0.055594988627868644
60500000,0.06114505752311325
60600000,0.06291306903950576
60700000,0.057672351921743914
60800000,0.061591118711296314
60900000,0.04856674509826954
61000000,0.06334716706490233
61100000,0.05050443067328898
61200000,0.0677689008441863
61300000,0.06144064971283956
61400000,0.0518695900603449
61500000,0.07037614719496488
61600000,0.06578820571547332
61700000,0.0674017378266239
61800000,0.06155297211909449
61900000,0.07054134903112504
62000000,0.06764439250906228
62100000,0.05892202716936993
62200000,0.07080209942256281
62300000,0.0602074781468732
62400000,0.07161012321264086
62500000,0.06296808044562728
62600000,0.05888998611750026
62700000,0.06265078839419139
62800000,0.06161741732715279
62900000,0.0619984129656185
63000000,0.06324261217564142
63100000,0.06482826768295913
63200000,0.06939824810350585
63300000,0.07666654982646237
63400000,0.06556949734637306
63500000,0.07161954113537378
63600000,0.07692023579509923
63700000,0.07891764102109115
63800000,0.06598465097862143
63900000,0.06860685472052064
64000000,0.08337646066267734
64100000,0.08336529316688156
64200000,0.07963874035107377
64300000,0.08367237505645027
64400000,0.08692960156781954
64500000,0.0769961889566067
64600000,0.0716898163554992
64700000,0.08609235509072186
64800000,0.07148619007040023
64900000,0.08051359018514145
65000000,0.07891414957127528
65100000,0.08105397098882239
65200000,0.08850330432948883
65300000,0.07515174400357554
65400000,0.07527866915391619
65500000,0.09385975640188379
65600000,0.09129005466072723
65700000,0.08299588996815126
65800000,0.08975044653514598
65900000,0.08302499937774356
66000000,0.09488254519965314
66100000,0.08756627731654396
66200000,0.09577934081483944
66300000,0.09680122042916264
66400000,0.09476380262250231
66500000,0.08596892744478746
66600000,0.07860730764927124
66700000,0.09467315938119203
66800000,0.08305382620036517
66900000,0.0817980814103398
67000000,0.08073108595346491
67100000,0.09083330215616972
67200000,0.09202651546580355
67300000,0.08824006416957687
67400000,0.08412856002428307
67500000,0.09600777490273926
67600000,0.09715182984954307
67700000,0.08635917230910292
67800000,0.08601180566904812
67900000,0.09530156603107046
68000000,0.09603626027136815
68100000,0.09661300758728737
68200000,0.08671598905744539
68300000,0.09656893297645443
68400000,0.09984523287526988
68500000,0.09575038295703167
68600000,0.08869712502953252
68700000,0.09901113239038502
68800000,0.09192789616100593
68900000,0.09256141165319555
69000000,0.09842729648880898
69100000,0.09709456781521351
69200000,0.09569064958317795
69300000,0.09269786239664236
69400000,0.08481608327349355
69500000,0.10015738302564695
69600000,0.09211905669789043
69700000,0.09813419802480416
69800000,0.09238236146933643
69900000,0.09036308276114
70000000,0.10030947635334297
70100000,0.08687587698195053
70200000,0.09090074565097517
70300000,0.0995911076631478
70400000,0.09716513109090238
70500000,0.09057567515153969
70600000,0.08966161799137992
70700000,0.08264592785887116
70800000,0.09115779357351513
70900000,0.09040597715982457
71000000,0.08214817273166032
71100000,0.09993880247598005
71200000,0.09664097310979164
71300000,0.09059006738549888
71400000,0.08734574288735736
71500000,0.10003283757007214
71600000,0.08119061496558427
71700000,0.08957746681230254
71800000,0.09517776504035089
71900000,0.09336595097096954
72000000,0.09876575719023059
72100000,0.09192186039202072
72200000,0.08396391629630516
72300000,0.09440178267515388
72400000,0.08878946163761886
72500000,0.08642616505095925
72600000,0.09476656830571706
72700000,0.08575190717669952
72800000,0.09600522794017355
72900000,0.096130682499512
73000000,0.07781649739135749
73100000,0.09445636597044024
73200000,0.09366890900146607
73300000,0.08582590528938883
73400000,0.08805491346643002
73500000,0.09238062657366167
73600000,0.09114849777178624
73700000,0.09338420801660524
73800000,0.08875670701518537
73900000,0.0858317047458937
74000000,0.08298154125571869
74100000,0.08133044231038492
74200000,0.08013636959309865
74300000,0.07476106404126948
74400000,0.07610417786977736
74500000,0.08135727680946435
74600000,0.07301755721116779
74700000,0.08668559426587029
74800000,0.07307205691728065
74900000,0.07893016216350723
75000000,0.07769675410140751
75100000,0.07109758698522042
75200000,0.081888483776652
75300000,0.07225080770536038
75400000,0.0788052744762947
75500000,0.07340725535026738
75600000,0.07102059849121255
75700000,0.0661529686850678
75800000,0.06719430519534055
75900000,0.08234271977703353
76000000,0.06854809427096296
76100000,0.0642461815720867
76200000,0.07777711294524174
76300000,0.07062126882966398
76400000,0.0668821145451067
76500000,0.07538447300570944
76600000,0.07103443930095585
76700000,0.06791775803036941
76800000,0.06689393781344552
76900000,0.06910122340777969
77000000,0.06648260278331297
77100000,0.07537749511384201
77200000,0.054904337802003746
77300000,0.07242396296707253
77400000,0.060672726048361006
77500000,0.06848502552298799
77600000,0.06746649347986719
77700000,0.07034244517289504
77800000,0.07066863996461858
77900000,0.06534331817428574
78000000,0.06138071715845149
78100000,0.0643831170939812
78200000,0.05538877785698557
78300000,0.05569424182804582
78400000,0.048038993905105715
78500000,0.06087083852132619
78600000,0.055378908663280255
78700000,0.05272163858944598
78800000,0.06368358884316931
78900000,0.05787549971681578
79000000,0.06216307709100922
79100000,0.05577732551076428
79200000,0.05153229380871696
79300000,0.04481312001742204
79400000,0.046594349769664756
79500000,0.052256695824296116
79600000,0.046864755449720664
79700000,0.041948514655448944
79800000,0.04716502454751246
79900000,0.05480916245063911
80000000,0.05119717491208027
80100000,0.03623120830589779
80200000,0.05319468709206342
80300000,0.0421084199687111
80400000,0.03894008174632031
80500000,0.03890764293937791
80600000,0.040479158888197274
80700000,0.04006217055547925
80800000,0.04828574056823558
80900000,0.045650484758087015
81000000,0.04319506011752361
81100000,0.03428545227418378
81200000,0.034227899098325035
81300000,0.03604228055062167
81400000,0.03652614440965857
81500000,0.03182250816718932
81600000,0.02746926402189957
81700000,0.02613122820762342
81800000,0.02762987801029823
81900000,0.03707235809005869
82000000,0.025687177758066424
82100000,0.03320970219657983
82200000,0.026254807382769394
82300000,0.028214750891377538
82400000,0.023392610652173806
82500000,0.03964596124908386
82600000,0.028566446660150832
82700000,0.019704622221809652
82800000,0.020533206031057648
82900000,0.023354342020006934
83000000,0.035521433163551316
83100000,0.026987549181249626
83200000,0.019031956196872514
83300000,0.01709586383048233
83400000,0.031210146736295262
83500000,0.031472632702855
83600000,0.02234548880094002
83700000,0.026986444771632645
83800000,0.01756713620747742
83900000,0.03169416442176347
84000000,0.023278896524445623
84100000,0.030110983854535985
84200000,0.021664803104407958
84300000,0.021091660275378343
84400000,0.02256835469972056
84500000,0.011636238985741502
84600000,0.012436771779025758
84700000,0.01780856009214327
84800000,0.02680970820838387
84900000,0.016888611200498033
85000000,0.024501663109454036
85100000,0.022517892187267508
85200000,0.012094772598543024
85300000,0.01724776559333907
85400000,0.01947486701298359
85500000,0.014523995739416713
85600000,0.023919394703948764
85700000,0.00598775117825761
85800000,0.0188519053663386
85900000,0.021929074871765243
86000000,0.01145443282423865
86100000,0.015309977450500206
86200000,0.010540072951255211
86300000,0.01620195571080138
86400000,0.015714860875522776
86500000,0.013599069595719934
86600000,0.004472173030094564
86700000,0.02079019255307956
86800000,0.009771674433684504
86900000,0.005673497177748188
87000000,0.020594886024552277
87100000,0.008120568239190034
87200000,0.02058358093075871
87300000,0.003283462812970048
87400000,0.0010593328310308386
87500000,0.0019352245624148564
87600000,0.011627924895095135
87700000,0.018922752076239814
87800000,0.003024370323217169
87900000,0.0051735848411604175
88000000,0.014274630459061594
88100000,0.01941609634590106
88200000,0.014047638029981647
88300000,0.010671677615905133
88400000,0.014192363249239233
88500000,0.01039404333034216
88600000,0.015139373781188379
88700000,0.00390009796161946
88800000,0.012630402547238413
88900000,0.012976512560367956
89000000,0.013311873198899458
89100000,0.005737507070808532
89200000,4.3828685001543e-05
89300000,0.007276999954461225
89400000,0.011491909825541553
89500000,0.009664330937742703
89600000,0.005658891632980977
89700000,0.005046168723433529
89800000,0.018781822167647694
89900000,0.01238639749491573
90000000,0.0014913070960613306
90100000,0.0023241907957729686
90200000,0.008293397637367998
90300000,0.007998796605015636
90400000,0.012743974115447334
90500000,0.007076166871490699
90600000,0.004627153753380959
90700000,0.008645868979015755
90800000,0.014215282362776804
90900000,0.019445695742220097
91000000,0.0014386994446848231
91100000,0.0006356267591181272
91200000,0.011013939872637584
91300000,0.015380974252144838
91400000,0.00944460628488213
91500000,0.01048891881456386
91600000,0.016573261173682203
91700000,0.0006818605389743005
91800000,0.007284275856827749
91900000,0.019485285860516677
92000000,0.017983651599454344
92100000,0.012601351314910123
92200000,0.006146929798363519
92300000,0.01840744836099983
92400000,0.005595784065730169
92500000,0.020490899042308424
92600000,0.002954651058038599
92700000,0.019004021187092403
92800000,0.014722021903679113
92900000,0.0060398544483775685
93000000,0.016326807783222357
93100000,0.014692245947418149
93200000,0.009338486262057584
93300000,0.018492447490400847
93400000,0.006628232536802546
93500000,0.014681998566097428
93600000,0.019848385736645636
93700000,0.013054491333414561
93800000,0.00976831098736573
93900000,0.02402778963813145
94000000,0.018178274163847215
94100000,0.013090034565115576
94200000,0.021039779764890652
94300000,0.020600626685827773
94400000,0.008797444372041415
94500000,0.024911047440207588
94600000,0.013261954842849654
94700000,0.011892518986161449
94800000,0.01655643484078396
94900000,0.011916306087480379
95000000,0.02429162074726511
95100000,0.012846419239819544
95200000,0.017382850151017887
95300000,0.01623508979205493
95400000,0.015660382113766844
95500000,0.026822179692035375
95600000,0.029306429050362903
95700000,0.027241426626275565
95800000,0.0189439786362208
95900000,0.02447460411841879
96000000,0.023930878534376247
96100000,0.01586352195577835
96200000,0.014239891144681351
96300000,0.029038239464674404
96400000,0.019705822564616414
96500000,0.02088145822740986
96600000,0.03427377260075289
96700000,0.030706455122941147
96800000,0.03154112563094597
96900000,0.03259016566942701
97000000,0.03521064640839727
97100000,0.023164165986592662
97200000,0.03609959441700758
97300000,0.02026385260936455
97400000,0.026576358868817623
97500000,0.03760112179351478
97600000,0.039267791394843404
97700000,0.03303481061315015
97800000,0.020258183944349275
97900000,0.027024267948923396
98000000,0.0366401034417964
98100000,0.04073801737878052
98200000,0.029212617216895546
98300000,0.024094696446611854
98400000,0.031120632235749568
98500000,0.03567779078934814
98600000,0.03178096264401951
98700000,0.03181213287563246
98800000,0.026218576336046278
98900000,0.02519848369085886
99000000,0.040392181976039915
99100000,0.03176445369959925
99200000,0.03623234373059347
99300000,0.04386623761685135
99400000,0.034507092149117874
99500000,0.030891905336535963
99600000,0.04180020238335384
99700000,0.028171893979460218
99800000,0.04788392226348472
99900000,0.03984625979597502
100000000,0.04131610425918341
100100000,0.04497750557253226
100200000,0.04526085991237172
100300000,0.049028792340514375
100400000,0.043349799000817674
100500000,0.03982002027771446
100600000,0.03184369604730247
100700000,0.04095788946899069
100800000,0.039892560561042414
100900000,0.04699786307304053
101000000,0.05209099902812117
101100000,0.045030928165636225
101200000,0.04723496184717662
101300000,0.048326318563420276
101400000,0.04438817322712835
101500000,0.04290644107867767
101600000,0.04554293492201804
101700000,0.0543932050130875
101800000,0.04253890945131085
101900000,0.040246122650253555
102000000,0.05578420497042691
102100000,0.04850469960742043
102200000,0.048141216236751896
102300000,0.054675544182657444
102400000,0.0438659209966073
102500000,0.05545233838628244
102600000,0.0379487019755447
102700000,0.03831267456382259
102800000,0.04676704648258728
102900000,0.05225649572627297
103000000,0.05284464624878013
103100000,0.05522743202318394
103200000,0.05915672899263779
103300000,0.04650561070679062
103400000,0.058370938139083894
103500000,0.044761041582272294
103600000,0.059362344110224084
103700000,0.04122942762763219
103800000,0.04991927284339203
103900000,0.04431724679206396
